sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,Dynamic
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2024-03-25_18:11:24_874 CET
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
507,894980383,-0.609789,0.814477,120.548195,-0.009921,-0.017923,0.522421,0.818934,0.448139,1.290016
508,894997050,-0.608745,0.813793,120.547157,-0.007059,-0.009322,0.507834,0.900805,0.390408,1.266913
509,895013717,-0.609599,0.814454,120.547035,-0.006205,0.004063,0.511917,0.787174,0.471254,1.250482
510,895030384,-0.610208,0.813937,120.547569,-0.001859,0.004131,0.515308,0.801274,0.400179,1.287531
511,895047051,-0.610496,0.812992,120.548302,0.006561,-0.004328,0.521747,0.820663,0.374605,1.279092
512,895063718,-0.609790,0.812141,120.547714,0.004512,0.002482,0.491441,0.881160,0.380880,1.223218
513,895080385,-0.609686,0.811655,120.546745,-0.002880,-0.011916,0.532107,0.844905,0.402651,1.230505
514,895097052,-0.609815,0.811979,120.546082,-0.003641,-0.023869,0.525186,0.831523,0.451750,1.192150
515,895113719,-0.609883,0.812342,120.546204,0.003225,-0.002980,0.531958,0.833853,0.452980,1.290605
516,895130386,-0.609770,0.812393,120.545364,0.005433,-0.005737,0.523891,0.845917,0.435243,1.200410
517,895147053,-0.609584,0.812129,120.545044,0.001853,-0.010708,0.523931,0.849989,0.416059,1.216571
518,895163720,-0.610033,0.811536,120.544464,-0.001057,0.006868,0.516153,0.812006,0.396440,1.208567
519,895180387,-0.610481,0.811680,120.542702,-0.007131,-0.000815,0.509036,0.812608,0.441019,1.174912
520,895197054,-0.610492,0.811754,120.541977,-0.021484,-0.013220,0.519063,0.837875,0.436165,1.234513
521,895213721,-0.612206,0.812248,120.541817,0.000592,0.009422,0.539781,0.735565,0.461253,1.250367
522,895230388,-0.612205,0.811970,120.541779,-0.015481,0.009458,0.540898,0.838669,0.415111,1.239456
523,895247055,-0.612023,0.811483,120.541527,0.006644,0.000471,0.508693,0.848799,0.402036,1.283446
524,895263722,-0.611791,0.811152,120.540970,0.003186,-0.004572,0.523660,0.852832,0.412204,1.212076
525,895280389,-0.610925,0.811889,120.540123,-0.006584,0.007816,0.538318,0.890662,0.476018,1.228596
526,895297056,-0.610690,0.811864,120.539154,0.002207,-0.004330,0.521132,0.852551,0.430172,1.246884
527,895313723,-0.611706,0.811405,120.538391,-0.012699,0.004711,0.505265,0.777115,0.403861,1.270300
528,895330390,-0.612352,0.810921,120.536598,-0.008350,0.007447,0.517654,0.799712,0.402753,1.235281
529,895347057,-0.612013,0.810925,120.536354,0.000865,-0.005283,0.531735,0.859056,0.432118,1.225049
530,895363724,-0.611819,0.810778,120.533890,0.003843,-0.016293,0.522451,0.850540,0.423179,1.216110
531,895380391,-0.612017,0.811315,120.533211,-0.002737,-0.002665,0.514377,0.827207,0.464429,1.201024
532,895397058,-0.611345,0.810569,120.530617,-0.015167,-0.010822,0.517861,0.878983,0.387078,1.229762
533,895413725,-0.611056,0.810542,120.531532,-0.010636,-0.022638,0.527103,0.855061,0.429493,1.297187
534,895430392,-0.610550,0.811020,120.531845,-0.003206,0.001639,0.508340,0.868597,0.460228,1.260996
535,895447059,-0.609943,0.810234,120.532349,-0.000752,-0.003098,0.521314,0.874437,0.384287,1.270345
536,895463726,-0.610201,0.810858,120.533348,-0.011578,0.002247,0.515947,0.822110,0.468476,1.302297
537,895480393,-0.609747,0.810554,120.533127,-0.002460,-0.001445,0.515263,0.865895,0.413587,1.226804
538,895497060,-0.609660,0.810646,120.532761,-0.012362,0.001420,0.504328,0.843945,0.437446,1.218198
539,895513727,-0.610123,0.811211,120.532349,-0.003217,0.012434,0.497972,0.810994,0.465901,1.217019
540,895530394,-0.609916,0.810923,120.531807,-0.011215,-0.000982,0.513057,0.851302,0.414836,1.208689
541,895547061,-0.609802,0.811693,120.531998,-0.003936,-0.012807,0.531457,0.845123,0.477850,1.253722
542,895563728,-0.609729,0.811751,120.531860,0.005625,-0.010354,0.515233,0.842895,0.435256,1.232784
543,895580395,-0.609280,0.812872,120.532639,-0.005914,-0.009315,0.516562,0.864742,0.498506,1.287800
544,895597062,-0.609084,0.812370,120.531418,-0.001560,0.001946,0.525629,0.851232,0.402395,1.167228
545,895613729,-0.609275,0.812593,120.531502,-0.002698,-0.008037,0.520022,0.826925,0.445091,1.247524
546,895630396,-0.610018,0.811478,120.531670,0.001274,0.002835,0.517730,0.793706,0.364782,1.249855
547,895647063,-0.609294,0.811853,120.532913,-0.002802,-0.011719,0.517045,0.880840,0.453466,1.315846
548,895663730,-0.610334,0.812597,120.532501,0.003865,-0.016323,0.509036,0.776423,0.476601,1.216783
549,895680397,-0.609696,0.812758,120.533691,-0.013020,0.010363,0.499074,0.875653,0.440558,1.312913
550,895697064,-0.609637,0.812101,120.532799,-0.015040,-0.006145,0.518597,0.842575,0.392841,1.187283
551,895713731,-0.609807,0.812349,120.532158,0.003567,-0.001313,0.532140,0.828731,0.446897,1.202395
552,895730398,-0.609749,0.813088,120.531677,-0.009847,-0.014413,0.527855,0.842216,0.476364,1.213062
553,895747065,-0.609753,0.814639,120.531929,0.003905,0.013290,0.511717,0.837900,0.524606,1.257564
554,895763732,-0.610213,0.814842,120.531868,-0.008529,-0.001820,0.514781,0.810789,0.443887,1.238163
555,895780399,-0.610462,0.815225,120.531609,-0.005818,-0.005157,0.511750,0.823660,0.454862,1.225177
556,895797066,-0.610197,0.815155,120.531448,0.001979,0.002700,0.524948,0.854420,0.427623,1.231107
557,895813733,-0.609109,0.814831,120.530327,0.000898,0.000556,0.520062,0.904647,0.412934,1.174131
558,895830400,-0.608831,0.814476,120.530762,-0.000038,0.011677,0.532605,0.854677,0.410117,1.266721
559,895847067,-0.607731,0.814675,120.530876,-0.011312,-0.004265,0.518480,0.904365,0.443695,1.247716
560,895863734,-0.608142,0.814164,120.530823,-0.005298,0.005951,0.513684,0.813748,0.401076,1.238368
561,895880401,-0.608400,0.813750,120.530098,-0.010715,-0.001078,0.502711,0.823532,0.407364,1.196273
562,895897068,-0.608657,0.812915,120.529724,0.003630,-0.005253,0.520070,0.823224,0.381879,1.218313
563,895913735,-0.608210,0.813670,120.528923,0.005398,-0.007629,0.537122,0.865920,0.477453,1.193405
564,895930402,-0.607450,0.814133,120.529099,-0.005245,0.011236,0.510409,0.883760,0.459383,1.252659
565,895947069,-0.607302,0.813771,120.528252,0.000772,-0.005559,0.514533,0.848107,0.410642,1.190741
566,895963736,-0.607558,0.814030,120.528961,-0.008905,-0.004447,0.505051,0.822392,0.446833,1.283587
567,895980403,-0.606822,0.812497,120.527802,-0.001173,0.002500,0.511571,0.883478,0.340566,1.171211
568,895997070,-0.607219,0.812303,120.528267,-0.015383,-0.011099,0.516683,0.814183,0.419824,1.269346
569,896013737,-0.607602,0.813101,120.527748,0.003631,0.000728,0.522627,0.815809,0.479860,1.211026
570,896030404,-0.607604,0.813212,120.528320,-0.009832,0.008229,0.522729,0.837836,0.438060,1.276748
571,896047071,-0.608281,0.813008,120.528610,-0.001579,0.008526,0.519691,0.797560,0.419248,1.259152
572,896063738,-0.608612,0.812912,120.528671,-0.008778,0.002036,0.515534,0.818383,0.425894,1.245706
573,896080405,-0.610673,0.812834,120.527420,-0.019210,-0.008556,0.513700,0.715830,0.427982,1.166217
574,896097072,-0.611860,0.813192,120.526993,-0.014034,-0.013382,0.524829,0.767517,0.453492,1.214842
575,896113739,-0.612622,0.813140,120.526215,-0.014449,-0.011981,0.522134,0.793321,0.429134,1.195415
576,896130406,-0.612089,0.813455,120.526299,-0.012323,0.003148,0.508867,0.870211,0.450572,1.246308
